name,category,lat,lon,tags
Doctor H. Colijnlaan,residential,52.0447483,4.3267269,"{""highway"": ""residential"", ""maxspeed"": ""30"", ""name"": ""Doctor H. Colijnlaan"", ""official_name"": ""Dr H. Colijnlaan"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Karel Doormanlaan,residential,52.0437253,4.3294061,"{""highway"": ""residential"", ""maxspeed"": ""30"", ""name"": ""Karel Doormanlaan"", ""name:etymology:wikidata"": ""Q437690"", ""zone:traffic"": ""NL:urban""}"
Sir Winston Churchilllaan,cycleway,52.0428639,4.3297894,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""sidewalk"": ""no"", ""surface"": ""paving_stones"", ""traffic_sign"": ""NL:G11"", ""zone:traffic"": ""NL:urban""}"
(unnamed),footway,52.042885,4.3297983,"{""highway"": ""footway"", ""surface"": ""paving_stones""}"
(unnamed),footway,52.0430367,4.3280523,"{""highway"": ""footway""}"
Generaal Spoorlaan,footway,52.0447285,4.325631,"{""footway"": ""sidewalk"", ""highway"": ""footway"", ""name"": ""Generaal Spoorlaan"", ""surface"": ""paved""}"
Sir Winston Churchilllaan,cycleway,52.04303,4.3295169,"{""highway"": ""cycleway"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""segregated"": ""no"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Generaal Spoorlaan,footway,52.044549,4.3241458,"{""highway"": ""footway"", ""name"": ""Generaal Spoorlaan"", ""surface"": ""asphalt""}"
Generaal Spoorlaan,cycleway,52.0444031,4.3239586,"{""highway"": ""cycleway"", ""name"": ""Generaal Spoorlaan"", ""name:etymology:wikidata"": ""Q503948"", ""oneway"": ""yes"", ""sidewalk:left"": ""no"", ""sidewalk:right"": ""separate"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Huis te Landelaan,cycleway,52.0401014,4.3247095,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""name"": ""Huis te Landelaan"", ""oneway"": ""no"", ""surface"": ""paving_stones"", ""surface:colour"": ""red"", ""traffic_sign"": ""NL:G11"", ""zone:traffic"": ""NL:urban""}"
(unnamed),cycleway,52.0393964,4.3114959,"{""bridge"": ""yes"", ""highway"": ""cycleway"", ""layer"": ""1"", ""zone:traffic"": ""NL:urban""}"
(unnamed),cycleway,52.0393551,4.3113693,"{""highway"": ""cycleway"", ""zone:traffic"": ""NL:urban""}"
Jan Thijssenweg,tertiary,52.0538431,4.3448894,"{""bicycle"": ""no"", ""bridge"": ""yes"", ""foot"": ""no"", ""highway"": ""tertiary"", ""layer"": ""1"", ""maxspeed"": ""50"", ""name"": ""Jan Thijssenweg"", ""oneway"": ""no"", ""surface"": ""asphalt""}"
Jan Thijssenweg,cycleway,52.0538696,4.3448378,"{""bridge"": ""yes"", ""highway"": ""cycleway"", ""layer"": ""1"", ""name"": ""Jan Thijssenweg"", ""oneway"": ""no"", ""surface"": ""paved""}"
Vrijenbanselaan,secondary,52.0239536,4.3513289,"{""bridge"": ""yes"", ""cycleway:right"": ""lane"", ""highway"": ""secondary"", ""lanes"": ""2"", ""layer"": ""1"", ""maxspeed"": ""50"", ""name"": ""Vrijenbanselaan"", ""name:etymology:wikidata"": ""Q2265180"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Vrijenbanselaan,secondary,52.0240511,4.3515197,"{""bicycle"": ""use_sidepath"", ""bridge"": ""yes"", ""highway"": ""secondary"", ""lanes"": ""2"", ""layer"": ""1"", ""maxspeed"": ""50"", ""name"": ""Vrijenbanselaan"", ""name:etymology:wikidata"": ""Q2265180"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,secondary,52.024277,4.351304,"{""bicycle"": ""use_sidepath"", ""highway"": ""secondary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Broekmolenweg"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Vrijenbanselaan,cycleway,52.0268351,4.3572456,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Vrijenbanselaan"", ""name:etymology:wikidata"": ""Q2265180"", ""oneway"": ""no"", ""surface"": ""paving_stones"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Sir Winston Churchilllaan,tertiary,52.0304426,4.3020363,"{""cycleway"": ""lane"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""sidewalk"": ""both"", ""zone:traffic"": ""NL:urban""}"
(unnamed),cycleway,52.0294194,4.298017,"{""bridge"": ""yes"", ""highway"": ""cycleway"", ""layer"": ""1"", ""oneway"": ""yes""}"
(unnamed),cycleway,52.0295412,4.2980013,"{""bridge"": ""yes"", ""highway"": ""cycleway"", ""layer"": ""1"", ""oneway"": ""yes""}"
(unnamed),cycleway,52.0296218,4.2984585,"{""highway"": ""cycleway"", ""oneway"": ""yes""}"
(unnamed),cycleway,52.029549,4.2984532,"{""highway"": ""cycleway"", ""oneway"": ""yes""}"
Sir Winston Churchilllaan,tertiary,52.0309484,4.3041637,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""zone:traffic"": ""NL:urban""}"
de Bruyn Kopsstraat,tertiary,52.0418401,4.3376569,"{""cycleway:right"": ""shared_lane"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""lit"": ""yes"", ""maxspeed"": ""50"", ""name"": ""de Bruyn Kopsstraat"", ""oneway"": ""yes"", ""sidewalk"": ""right"", ""sidewalk:right:surface"": ""paving_stones"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
(unnamed),motorway_link,52.0366822,4.3396628,"{""carriageway_ref"": ""c"", ""destination"": ""Plaspoelpolder"", ""highway"": ""motorway_link"", ""junction:ref"": ""10"", ""lanes"": ""1"", ""lit"": ""yes"", ""maxspeed"": ""80"", ""maxspeed:type"": ""NL:rural"", ""motorway"": ""no"", ""oneway"": ""yes"", ""operator"": ""Rijkswaterstaat"", ""ref"": ""A4"", ""source:maxspeed"": ""sign"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:rural""}"
Nachtegaallaan,cycleway,52.0249723,4.3506514,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Nachtegaallaan"", ""name:etymology:wikidata"": ""Q25393"", ""oneway"": ""no"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,secondary,52.0241558,4.3511534,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""secondary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Broekmolenweg"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Vrijenbanselaan,cycleway,52.0240765,4.3515762,"{""bridge"": ""yes"", ""highway"": ""cycleway"", ""layer"": ""1"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Vrijenbanselaan"", ""name:etymology:wikidata"": ""Q2265180"", ""oneway"": ""yes"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,cycleway,52.0241526,4.3515452,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Broekmolenweg"", ""oneway"": ""yes"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,cycleway,52.0247587,4.3502857,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Broekmolenweg"", ""oneway"": ""yes"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,cycleway,52.0245724,4.3510306,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Broekmolenweg"", ""oneway"": ""no"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Broekmolenweg,cycleway,52.0250413,4.3500879,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Broekmolenweg"", ""oneway"": ""yes"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
Laan van Zuid Hoorn,cycleway,52.0495926,4.3499503,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Laan van Zuid Hoorn"", ""oneway"": ""no"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
(unnamed),footway,52.0498109,4.348771,"{""highway"": ""footway"", ""surface"": ""paving_stones""}"
(unnamed),service,52.0493237,4.3506285,"{""bridge"": ""yes"", ""highway"": ""service"", ""layer"": ""1""}"
(unnamed),service,52.05049,4.3486561,"{""bridge"": ""yes"", ""highway"": ""service"", ""layer"": ""1"", ""maxweight:signed"": ""no"", ""surface"": ""paving_stones""}"
Park Hoornwijck,cycleway,52.0507499,4.348062,"{""highway"": ""cycleway"", ""name"": ""Park Hoornwijck"", ""oneway"": ""no"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0494872,4.3508268,"{""highway"": ""service""}"
(unnamed),service,52.0506227,4.3491736,"{""highway"": ""service"", ""surface"": ""paving_stones""}"
(unnamed),service,52.0503082,4.3489633,"{""bridge"": ""yes"", ""highway"": ""service"", ""layer"": ""1"", ""maxweight:signed"": ""no"", ""surface"": ""paving_stones""}"
(unnamed),service,52.0504369,4.3485709,"{""highway"": ""service"", ""surface"": ""paving_stones""}"
(unnamed),service,52.050258,4.3488827,"{""highway"": ""service"", ""surface"": ""paving_stones""}"
Laan van Hoornwijck,cycleway,52.048864,4.3492281,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Laan van Hoornwijck"", ""oneway"": ""no"", ""sidewalk"": ""right"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0492653,4.3505363,"{""highway"": ""service""}"
(unnamed),footway,52.0505594,4.3478921,"{""highway"": ""footway"", ""surface"": ""paving_stones""}"
Alberdingk Thijmstraat,cycleway,52.0519882,4.3132803,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""name"": ""Alberdingk Thijmstraat"", ""oneway"": ""yes"", ""sidewalk"": ""right"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:G11"", ""zone:traffic"": ""NL:urban""}"
Alberdingk Thijmstraat,cycleway,52.0520245,4.3135193,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""name"": ""Alberdingk Thijmstraat"", ""oneway"": ""yes"", ""sidewalk"": ""right"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:G11"", ""zone:traffic"": ""NL:urban""}"
Burgemeester Elsenlaan,secondary,52.0522078,4.3276229,"{""bicycle"": ""use_sidepath"", ""change:lanes"": ""no|no"", ""foot"": ""use_sidepath"", ""highway"": ""secondary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Burgemeester Elsenlaan"", ""oneway"": ""yes"", ""sidewalk"": ""no"", ""source:maxspeed"": ""NL:urban"", ""turn:lanes"": ""left|through""}"
Burgemeester Elsenlaan,secondary,52.0523877,4.3275557,"{""bicycle"": ""use_sidepath"", ""change:lanes"": ""no|no"", ""foot"": ""use_sidepath"", ""highway"": ""secondary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Burgemeester Elsenlaan"", ""oneway"": ""yes"", ""source:maxspeed"": ""NL:urban"", ""surface"": ""asphalt"", ""turn:lanes"": ""left|right;through""}"
(unnamed),service,52.0178811,4.3140262,"{""bridge"": ""yes"", ""highway"": ""service"", ""layer"": ""1"", ""maxweight:signed"": ""no"", ""motor_vehicle"": ""destination"", ""surface"": ""wood""}"
(unnamed),path,52.0169654,4.3119712,"{""bridge"": ""yes"", ""highway"": ""path"", ""layer"": ""1"", ""surface"": ""asphalt""}"
(unnamed),service,52.0178198,4.3140941,"{""highway"": ""service"", ""motor_vehicle"": ""destination"", ""surface"": ""asphalt""}"
(unnamed),footway,52.0172496,4.3117136,"{""highway"": ""footway"", ""smoothness"": ""good"", ""surface"": ""asphalt""}"
(unnamed),service,52.0180018,4.3138827,"{""highway"": ""service"", ""motor_vehicle"": ""destination"", ""surface"": ""asphalt""}"
(unnamed),path,52.0173709,4.313042,"{""highway"": ""path"", ""surface"": ""grass""}"
Rijswijkse Landingslaan,tertiary,52.0288593,4.3551035,"{""bicycle"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""Rijswijkse Landingslaan"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Zuiderweg,tertiary,52.0285226,4.3543628,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""Zuiderweg"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Haagweg,cycleway,52.0572676,4.3372001,"{""highway"": ""cycleway"", ""name"": ""Haagweg"", ""name:etymology:wikidata"": ""Q36600"", ""oneway"": ""no"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
(unnamed),path,52.0248578,4.3371565,"{""highway"": ""path""}"
(unnamed),path,52.0171249,4.3118261,"{""highway"": ""path"", ""surface"": ""fine_gravel""}"
(unnamed),bridleway,52.01815,4.3114655,"{""highway"": ""bridleway"", ""surface"": ""grass""}"
(unnamed),footway,52.0195245,4.3067413,"{""highway"": ""footway"", ""surface"": ""grass_paver""}"
Monseigneur Bekkerslaan,residential,52.0262211,4.3084575,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""residential"", ""lane_markings"": ""no"", ""maxspeed"": ""50"", ""name"": ""Monseigneur Bekkerslaan"", ""name:etymology:wikidata"": ""Q2291618"", ""official_name"": ""Mgr Bekkerslaan"", ""oneway"": ""yes"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Monseigneur Bekkerslaan,residential,52.0280403,4.3069596,"{""highway"": ""residential"", ""maxspeed"": ""30"", ""name"": ""Monseigneur Bekkerslaan"", ""name:etymology:wikidata"": ""Q2291618"", ""official_name"": ""Mgr Bekkerslaan"", ""oneway"": ""yes"", ""oneway:bicycle"": ""no"", ""oneway:mofa"": ""no"", ""oneway:moped"": ""no"", ""surface"": ""paving_stones""}"
Monseigneur Bekkerslaan,residential,52.0253182,4.3093594,"{""highway"": ""residential"", ""lane_markings"": ""no"", ""maxspeed"": ""30"", ""name"": ""Monseigneur Bekkerslaan"", ""name:etymology:wikidata"": ""Q2291618"", ""official_name"": ""Mgr Bekkerslaan"", ""oneway"": ""yes"", ""oneway:bicycle"": ""no"", ""sidewalk"": ""right"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Bosgang,service,52.0279418,4.3333904,"{""bicycle"": ""yes"", ""highway"": ""service"", ""motor_vehicle"": ""no"", ""name"": ""Bosgang"", ""smoothness"": ""good"", ""surface"": ""asphalt""}"
Burgemeester Elsenlaan,cycleway,52.0470634,4.3320628,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""name"": ""Burgemeester Elsenlaan"", ""oneway"": ""yes"", ""surface"": ""paving_stones"", ""traffic_sign"": ""NL:G11"", ""zone:traffic"": ""NL:urban""}"
(unnamed),cycleway,52.0478239,4.3313613,"{""highway"": ""cycleway"", ""mofa"": ""yes"", ""moped"": ""no"", ""oneway"": ""yes"", ""sidewalk:left"": ""no"", ""sidewalk:right"": ""separate"", ""traffic_sign"": ""NL:G11""}"
(unnamed),footway,52.0254515,4.3106513,"{""highway"": ""footway"", ""source"": ""survey""}"
Prinses Beatrixlaan,cycleway,52.0445862,4.3057153,"{""highway"": ""cycleway"", ""mofa"": ""designated"", ""moped"": ""designated"", ""name"": ""Prinses Beatrixlaan"", ""name:etymology:wikidata"": ""Q29574"", ""oneway"": ""no"", ""sidewalk"": ""no"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:G12a"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0456635,4.3445683,"{""highway"": ""service"", ""service"": ""driveway""}"
Siergaarde,footway,52.0340051,4.3009571,"{""highway"": ""footway"", ""name"": ""Siergaarde""}"
(unnamed),steps,52.0332483,4.3014651,"{""highway"": ""steps""}"
Reigerweg,unclassified,52.0269096,4.3521286,"{""bicycle"": ""no"", ""highway"": ""unclassified"", ""maxspeed"": ""50"", ""mofa"": ""no"", ""moped"": ""no"", ""name"": ""Reigerweg"", ""name:etymology:wikidata"": ""Q18789"", ""oneway"": ""yes"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Reigerweg,unclassified,52.0269135,4.3521286,"{""bicycle"": ""no"", ""highway"": ""unclassified"", ""maxspeed"": ""50"", ""mofa"": ""no"", ""moped"": ""no"", ""name"": ""Reigerweg"", ""name:etymology:wikidata"": ""Q18789"", ""oneway"": ""yes"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
(unnamed),footway,52.019955,4.3152137,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""surface"": ""paving_stones""}"
(unnamed),footway,52.0211161,4.3161176,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""surface"": ""wood""}"
(unnamed),footway,52.0203487,4.3147843,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""surface"": ""paving_stones""}"
(unnamed),footway,52.0296876,4.3227828,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1""}"
(unnamed),footway,52.0211834,4.3160599,"{""highway"": ""footway"", ""surface"": ""grass""}"
(unnamed),footway,52.0204362,4.3150264,"{""highway"": ""footway"", ""surface"": ""asphalt""}"
(unnamed),footway,52.0194924,4.3155138,"{""bridge"": ""yes"", ""highway"": ""footway"", ""layer"": ""1"", ""surface"": ""paving_stones""}"
(unnamed),footway,52.0197563,4.3154693,"{""check_date:surface"": ""2023-02-05"", ""highway"": ""footway"", ""surface"": ""asphalt""}"
(unnamed),footway,52.0214006,4.3153649,"{""highway"": ""footway"", ""surface"": ""asphalt""}"
(unnamed),cycleway,52.0403552,4.3411606,"{""access"": ""private"", ""highway"": ""cycleway"", ""motor_vehicle"": ""no"", ""surface"": ""paved""}"
(unnamed),footway,52.0299981,4.3234418,"{""highway"": ""footway""}"
(unnamed),footway,52.0201273,4.3146359,"{""check_date:surface"": ""2023-02-05"", ""highway"": ""footway"", ""surface"": ""asphalt""}"
Sir Winston Churchilllaan,cycleway,52.0342999,4.3155338,"{""highway"": ""cycleway"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""sidewalk"": ""right"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
van Vredenburchweg,tertiary,52.0521917,4.3276885,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""van Vredenburchweg"", ""oneway"": ""yes"", ""sidewalk"": ""no""}"
van Vredenburchweg,residential,52.0521348,4.3274502,"{""bicycle"": ""use_sidepath"", ""highway"": ""residential"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""van Vredenburchweg"", ""oneway"": ""yes"", ""sidewalk"": ""no""}"
(unnamed),motorway_link,52.0384084,4.340775,"{""carriageway_ref"": ""d"", ""highway"": ""motorway_link"", ""junction:ref"": ""10"", ""lanes"": ""2"", ""lit"": ""yes"", ""maxspeed"": ""130"", ""maxspeed:type"": ""NL:motorway"", ""motorway"": ""yes"", ""note:maxspeed"": ""Counterintuitively, the maxspeed on this on-ramp is 130 km/h instead of the lower speed posted on the main road due to it having only a G1 (start motorway) sign at the start"", ""note:maxspeed:url"": ""https://wiki.openstreetmap.org/wiki/Reduced_speed_limit_on_Dutch_motorways"", ""oneway"": ""yes"", ""operator"": ""Rijkswaterstaat"", ""ref"": ""A4"", ""source:maxspeed"": ""sign"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:rural""}"
Terracottastraat,residential,52.0409846,4.3157097,"{""highway"": ""residential"", ""maxspeed"": ""30"", ""name"": ""Terracottastraat"", ""name:etymology:wikidata"": ""Q60424"", ""oneway"": ""yes"", ""oneway:bicycle"": ""no"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0405517,4.3143642,"{""highway"": ""service""}"
(unnamed),service,52.0406399,4.3150738,"{""highway"": ""service""}"
Laan van Hoornwijck,secondary,52.048361,4.3483016,"{""bicycle"": ""no"", ""foot"": ""no"", ""highway"": ""secondary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""name"": ""Laan van Hoornwijck"", ""old_name"": ""Rotterdamsweg"", ""old_ref"": ""S107"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Geestbrugweg,tertiary,52.0593407,4.3440567,"{""cycleway:left"": ""no"", ""cycleway:right"": ""lane"", ""cycleway:right:lane"": ""advisory"", ""embedded_rails"": ""tram"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""lit"": ""yes"", ""maxspeed"": ""50"", ""name"": ""Geestbrugweg"", ""surface"": ""asphalt""}"
Geestbrugweg,tertiary,52.0590807,4.3435454,"{""cycleway:right"": ""lane"", ""cycleway:right:lane"": ""advisory"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""lit"": ""yes"", ""maxspeed"": ""50"", ""name"": ""Geestbrugweg"", ""oneway"": ""yes"", ""sidewalk"": ""right"", ""sidewalk:right:surface"": ""paving_stones"", ""surface"": ""asphalt""}"
Geestbrugweg,tertiary,52.0569759,4.3380773,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""2"", ""maxspeed"": ""50"", ""mofa"": ""use_sidepath"", ""name"": ""Geestbrugweg"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""turn:lanes"": ""left;through|right""}"
Geestbrugweg,tertiary,52.057063,4.3385919,"{""cycleway:right"": ""lane"", ""cycleway:right:lane"": ""advisory"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""lit"": ""yes"", ""maxspeed"": ""50"", ""name"": ""Geestbrugweg"", ""oneway"": ""yes"", ""surface"": ""asphalt""}"
Generaal Spoorlaan,tertiary,52.0381358,4.3105525,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""3"", ""maxspeed"": ""50"", ""name"": ""Generaal Spoorlaan"", ""name:etymology:wikidata"": ""Q503948"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""turn:lanes"": ""through|through|right"", ""zone:traffic"": ""NL:urban""}"
Schaapweg,tertiary,52.0371662,4.3015114,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""name"": ""Schaapweg"", ""oneway"": ""yes""}"
Schaapweg,service,52.0425968,4.2942458,"{""highway"": ""service"", ""name"": ""Schaapweg"", ""oneway"": ""yes"", ""surface"": ""paving_stones"", ""zone:traffic"": ""NL:urban""}"
Prinses Beatrixlaan,secondary,52.0342886,4.3160975,"{""bicycle"": ""no"", ""foot"": ""no"", ""highway"": ""secondary"", ""lanes"": ""4"", ""maxspeed"": ""50"", ""name"": ""Prinses Beatrixlaan"", ""name:etymology:wikidata"": ""Q29574"", ""oneway"": ""yes"", ""ref"": ""S106"", ""turn:lanes"": ""left|through|through|right"", ""zone:traffic"": ""NL:urban""}"
Sir Winston Churchilllaan,tertiary,52.0341887,4.3154923,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""tertiary"", ""lanes"": ""3"", ""maxspeed"": ""50"", ""mofa"": ""use_sidepath"", ""moped"": ""use_sidepath"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""turn:lanes"": ""left|through|through"", ""zone:traffic"": ""NL:urban""}"
Generaal Eisenhowerplein,busway,52.0372655,4.3218433,"{""highway"": ""busway"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""maxspeed:source"": ""NL:urban"", ""name"": ""Generaal Eisenhowerplein"", ""name:etymology:wikidata"": ""Q9916"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
Sir Winston Churchilllaan,busway,52.034352,4.3161675,"{""highway"": ""busway"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""maxspeed:source"": ""NL:urban"", ""name"": ""Sir Winston Churchilllaan"", ""name:etymology:wikidata"": ""Q8016"", ""official_name"": ""Sir Winston Churchillln"", ""oneway"": ""yes"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0372471,4.3132702,"{""bicycle"": ""use_sidepath"", ""highway"": ""service"", ""oneway"": ""yes""}"
(unnamed),service,52.0372101,4.3133075,"{""bicycle"": ""use_sidepath"", ""highway"": ""service"", ""oneway"": ""yes""}"
(unnamed),service,52.0372764,4.3134218,"{""highway"": ""service""}"
Prinses Beatrixlaan,primary,52.025759,4.3244793,"{""agricultural"": ""no"", ""bicycle"": ""no"", ""carriage"": ""no"", ""change:lanes"": ""yes|not_right|no"", ""foot"": ""no"", ""hand_cart"": ""no"", ""highway"": ""primary"", ""horse"": ""no"", ""lanes"": ""3"", ""maxspeed"": ""50"", ""microcar"": ""no"", ""mofa"": ""no"", ""moped"": ""no"", ""name"": ""Prinses Beatrixlaan"", ""name:etymology:wikidata"": ""Q29574"", ""oneway"": ""yes"", ""placement"": ""right_of:1"", ""surface"": ""asphalt"", ""traffic_sign"": ""NL:C9"", ""turn:lanes"": ""through|through|right"", ""zone:traffic"": ""NL:rural""}"
Haagweg,secondary,52.0568624,4.3379564,"{""bicycle"": ""use_sidepath"", ""foot"": ""use_sidepath"", ""highway"": ""secondary"", ""lanes"": ""1"", ""maxspeed"": ""50"", ""mofa"": ""use_sidepath"", ""name"": ""Haagweg"", ""name:etymology:wikidata"": ""Q36600"", ""old_ref"": ""S107"", ""oneway"": ""yes"", ""surface"": ""asphalt"", ""zone:traffic"": ""NL:urban""}"
(unnamed),service,52.0536822,4.3296874,"{""access"": ""destination"", ""highway"": ""service"", ""service"": ""driveway"", ""surface"": ""paving_stones""}"
